"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
4 Jul 2014 00:58:19.332,4 Jul 2014 00:58:27.893,8.561
4 Jul 2014 00:58:27.893,4 Jul 2014 01:33:40.605,2112.712
4 Jul 2014 01:33:40.605,4 Jul 2014 01:33:49.150,8.545
4 Jul 2014 02:35:28.899,4 Jul 2014 02:35:37.457,8.558
4 Jul 2014 02:35:37.457,4 Jul 2014 03:10:50.169,2112.712
4 Jul 2014 03:10:50.169,4 Jul 2014 03:10:58.714,8.545
4 Jul 2014 04:12:38.461,4 Jul 2014 04:12:47.021,8.560
4 Jul 2014 04:12:47.021,4 Jul 2014 04:47:59.735,2112.714
4 Jul 2014 04:47:59.735,4 Jul 2014 04:48:08.280,8.545
4 Jul 2014 05:49:48.026,4 Jul 2014 05:49:56.587,8.560
4 Jul 2014 05:49:56.587,4 Jul 2014 06:25:09.301,2112.714
4 Jul 2014 06:25:09.301,4 Jul 2014 06:25:17.846,8.545
4 Jul 2014 07:26:57.591,4 Jul 2014 07:27:06.151,8.560
4 Jul 2014 07:27:06.151,4 Jul 2014 08:02:18.866,2112.715
4 Jul 2014 08:02:18.866,4 Jul 2014 08:02:27.411,8.545
4 Jul 2014 09:04:07.155,4 Jul 2014 09:04:15.715,8.560
4 Jul 2014 09:04:15.715,4 Jul 2014 09:39:28.430,2112.714
4 Jul 2014 09:39:28.430,4 Jul 2014 09:39:36.975,8.545
4 Jul 2014 10:41:16.718,4 Jul 2014 10:41:25.278,8.560
4 Jul 2014 10:41:25.278,4 Jul 2014 11:16:37.995,2112.716
4 Jul 2014 11:16:37.995,4 Jul 2014 11:16:46.540,8.545
4 Jul 2014 12:18:26.282,4 Jul 2014 12:18:34.843,8.560
4 Jul 2014 12:18:34.843,4 Jul 2014 12:53:47.560,2112.717
4 Jul 2014 12:53:47.560,4 Jul 2014 12:53:56.105,8.545
4 Jul 2014 13:55:35.847,4 Jul 2014 13:55:44.407,8.561
4 Jul 2014 13:55:44.407,4 Jul 2014 14:30:57.125,2112.718
4 Jul 2014 14:30:57.125,4 Jul 2014 14:31:05.670,8.545
4 Jul 2014 15:32:45.411,4 Jul 2014 15:32:53.974,8.563
4 Jul 2014 15:32:53.974,4 Jul 2014 16:08:06.690,2112.716
4 Jul 2014 16:08:06.690,4 Jul 2014 16:08:15.235,8.545
4 Jul 2014 17:09:54.975,4 Jul 2014 17:10:03.538,8.563
4 Jul 2014 17:10:03.538,4 Jul 2014 17:45:16.255,2112.717
4 Jul 2014 17:45:16.255,4 Jul 2014 17:45:24.800,8.544
4 Jul 2014 18:47:04.542,4 Jul 2014 18:47:13.100,8.558
4 Jul 2014 18:47:13.100,4 Jul 2014 19:22:25.822,2112.722
4 Jul 2014 19:22:25.822,4 Jul 2014 19:22:34.366,8.544
4 Jul 2014 20:24:14.106,4 Jul 2014 20:24:22.664,8.558
4 Jul 2014 20:24:22.664,4 Jul 2014 20:59:35.387,2112.722
4 Jul 2014 20:59:35.387,4 Jul 2014 20:59:43.931,8.544
4 Jul 2014 22:01:23.668,4 Jul 2014 22:01:32.231,8.563
4 Jul 2014 22:01:32.231,4 Jul 2014 22:36:44.952,2112.721
4 Jul 2014 22:36:44.952,4 Jul 2014 22:36:53.496,8.544
4 Jul 2014 23:38:33.235,4 Jul 2014 23:38:41.794,8.559
4 Jul 2014 23:38:41.794,5 Jul 2014 00:13:54.517,2112.723
5 Jul 2014 00:13:54.517,5 Jul 2014 00:14:03.061,8.544
5 Jul 2014 01:15:42.797,5 Jul 2014 01:15:51.358,8.561
5 Jul 2014 01:15:51.358,5 Jul 2014 01:51:04.082,2112.724
5 Jul 2014 01:51:04.082,5 Jul 2014 01:51:12.626,8.544
5 Jul 2014 02:52:52.363,5 Jul 2014 02:53:00.922,8.559
5 Jul 2014 02:53:00.922,5 Jul 2014 03:28:13.647,2112.725
5 Jul 2014 03:28:13.647,5 Jul 2014 03:28:22.191,8.544
5 Jul 2014 04:30:01.928,5 Jul 2014 04:30:10.490,8.562
5 Jul 2014 04:30:10.490,5 Jul 2014 05:05:23.212,2112.723
5 Jul 2014 05:05:23.212,5 Jul 2014 05:05:31.756,8.544
5 Jul 2014 06:07:11.493,5 Jul 2014 06:07:20.051,8.558
5 Jul 2014 06:07:20.051,5 Jul 2014 06:42:32.777,2112.727
5 Jul 2014 06:42:32.777,5 Jul 2014 06:42:41.321,8.544
5 Jul 2014 07:44:21.057,5 Jul 2014 07:44:29.615,8.557
5 Jul 2014 07:44:29.615,5 Jul 2014 08:19:42.342,2112.727
5 Jul 2014 08:19:42.342,5 Jul 2014 08:19:50.886,8.544
5 Jul 2014 09:21:30.618,5 Jul 2014 09:21:39.179,8.560
5 Jul 2014 09:21:39.179,5 Jul 2014 09:56:51.907,2112.728
5 Jul 2014 09:56:51.907,5 Jul 2014 09:57:00.451,8.544
5 Jul 2014 10:58:40.186,5 Jul 2014 10:58:48.743,8.557
5 Jul 2014 10:58:48.743,5 Jul 2014 11:34:01.472,2112.729
5 Jul 2014 11:34:01.472,5 Jul 2014 11:34:10.016,8.544
5 Jul 2014 12:35:49.747,5 Jul 2014 12:35:58.307,8.560
5 Jul 2014 12:35:58.307,5 Jul 2014 13:11:11.037,2112.730
5 Jul 2014 13:11:11.037,5 Jul 2014 13:11:19.581,8.544
5 Jul 2014 14:12:59.314,5 Jul 2014 14:13:07.871,8.557
5 Jul 2014 14:13:07.871,5 Jul 2014 14:48:20.602,2112.731
5 Jul 2014 14:48:20.602,5 Jul 2014 14:48:29.146,8.544
5 Jul 2014 15:50:08.875,5 Jul 2014 15:50:17.435,8.560
5 Jul 2014 15:50:17.435,5 Jul 2014 16:25:30.167,2112.732
5 Jul 2014 16:25:30.167,5 Jul 2014 16:25:38.711,8.544
5 Jul 2014 17:27:18.439,5 Jul 2014 17:27:26.999,8.560
5 Jul 2014 17:27:26.999,5 Jul 2014 18:02:39.732,2112.733
5 Jul 2014 18:02:39.732,5 Jul 2014 18:02:48.275,8.543
5 Jul 2014 19:04:28.003,5 Jul 2014 19:04:36.563,8.560
5 Jul 2014 19:04:36.563,5 Jul 2014 19:39:49.297,2112.734
5 Jul 2014 19:39:49.297,5 Jul 2014 19:39:57.840,8.543
5 Jul 2014 20:41:37.567,5 Jul 2014 20:41:46.127,8.560
5 Jul 2014 20:41:46.127,5 Jul 2014 21:16:58.862,2112.735
5 Jul 2014 21:16:58.862,5 Jul 2014 21:17:07.405,8.543
5 Jul 2014 22:18:47.133,5 Jul 2014 22:18:55.691,8.558
5 Jul 2014 22:18:55.691,5 Jul 2014 22:54:08.427,2112.735
5 Jul 2014 22:54:08.427,5 Jul 2014 22:54:16.970,8.543
5 Jul 2014 23:55:56.695,5 Jul 2014 23:56:05.255,8.560
5 Jul 2014 23:56:05.255,6 Jul 2014 00:31:17.992,2112.736
6 Jul 2014 00:31:17.992,6 Jul 2014 00:31:26.535,8.543
6 Jul 2014 01:33:06.259,6 Jul 2014 01:33:14.819,8.560
6 Jul 2014 01:33:14.819,6 Jul 2014 02:08:27.556,2112.737
6 Jul 2014 02:08:27.556,6 Jul 2014 02:08:36.100,8.543
6 Jul 2014 03:10:15.824,6 Jul 2014 03:10:24.383,8.559
6 Jul 2014 03:10:24.383,6 Jul 2014 03:45:37.121,2112.738
6 Jul 2014 03:45:37.121,6 Jul 2014 03:45:45.664,8.543
6 Jul 2014 04:47:25.387,6 Jul 2014 04:47:33.947,8.560
6 Jul 2014 04:47:33.947,6 Jul 2014 05:22:46.686,2112.739
6 Jul 2014 05:22:46.686,6 Jul 2014 05:22:55.229,8.543
6 Jul 2014 06:24:34.951,6 Jul 2014 06:24:43.511,8.560
6 Jul 2014 06:24:43.511,6 Jul 2014 06:59:56.251,2112.740
6 Jul 2014 06:59:56.251,6 Jul 2014 07:00:04.794,8.543
6 Jul 2014 08:01:44.515,6 Jul 2014 08:01:53.075,8.560
6 Jul 2014 08:01:53.075,6 Jul 2014 08:37:05.816,2112.741
6 Jul 2014 08:37:05.816,6 Jul 2014 08:37:14.359,8.543
6 Jul 2014 09:38:54.078,6 Jul 2014 09:39:02.639,8.560
6 Jul 2014 09:39:02.639,6 Jul 2014 10:14:15.381,2112.742
6 Jul 2014 10:14:15.381,6 Jul 2014 10:14:23.924,8.543
6 Jul 2014 11:16:03.642,6 Jul 2014 11:16:12.203,8.560
6 Jul 2014 11:16:12.203,6 Jul 2014 11:51:24.946,2112.743
6 Jul 2014 11:51:24.946,6 Jul 2014 11:51:33.488,8.543
6 Jul 2014 12:53:13.206,6 Jul 2014 12:53:21.766,8.560
6 Jul 2014 12:53:21.766,6 Jul 2014 13:28:34.510,2112.744
6 Jul 2014 13:28:34.510,6 Jul 2014 13:28:43.053,8.543
6 Jul 2014 14:30:22.770,6 Jul 2014 14:30:31.330,8.560
6 Jul 2014 14:30:31.330,6 Jul 2014 15:05:44.075,2112.745
6 Jul 2014 15:05:44.075,6 Jul 2014 15:05:52.618,8.543
6 Jul 2014 16:07:32.334,6 Jul 2014 16:07:40.894,8.560
6 Jul 2014 16:07:40.894,6 Jul 2014 16:42:53.640,2112.746
6 Jul 2014 16:42:53.640,6 Jul 2014 16:43:02.183,8.543
6 Jul 2014 17:44:41.898,6 Jul 2014 17:44:50.458,8.560
6 Jul 2014 17:44:50.458,6 Jul 2014 18:20:03.205,2112.747
6 Jul 2014 18:20:03.205,6 Jul 2014 18:20:11.747,8.542
6 Jul 2014 19:21:51.461,6 Jul 2014 19:22:00.022,8.560
6 Jul 2014 19:22:00.022,6 Jul 2014 19:57:12.770,2112.748
6 Jul 2014 19:57:12.770,6 Jul 2014 19:57:21.312,8.542
6 Jul 2014 20:59:01.025,6 Jul 2014 20:59:09.586,8.560
6 Jul 2014 20:59:09.586,6 Jul 2014 21:34:22.334,2112.749
6 Jul 2014 21:34:22.334,6 Jul 2014 21:34:30.877,8.542
6 Jul 2014 22:36:10.589,6 Jul 2014 22:36:19.149,8.560
6 Jul 2014 22:36:19.149,6 Jul 2014 23:11:31.899,2112.750
6 Jul 2014 23:11:31.899,6 Jul 2014 23:11:40.441,8.542
7 Jul 2014 00:13:20.153,7 Jul 2014 00:13:28.713,8.560
7 Jul 2014 00:13:28.713,7 Jul 2014 00:48:41.464,2112.751
7 Jul 2014 00:48:41.464,7 Jul 2014 00:48:50.006,8.542
7 Jul 2014 01:50:29.717,7 Jul 2014 01:50:38.277,8.560
7 Jul 2014 01:50:38.277,7 Jul 2014 02:25:51.029,2112.752
7 Jul 2014 02:25:51.029,7 Jul 2014 02:25:59.571,8.542
7 Jul 2014 03:27:39.280,7 Jul 2014 03:27:47.840,8.560
7 Jul 2014 03:27:47.840,7 Jul 2014 04:03:00.593,2112.753
7 Jul 2014 04:03:00.593,7 Jul 2014 04:03:09.135,8.542
7 Jul 2014 05:04:48.844,7 Jul 2014 05:04:57.404,8.560
7 Jul 2014 05:04:57.404,7 Jul 2014 05:40:10.158,2112.754
7 Jul 2014 05:40:10.158,7 Jul 2014 05:40:18.700,8.542
7 Jul 2014 06:41:58.408,7 Jul 2014 06:42:06.968,8.560
7 Jul 2014 06:42:06.968,7 Jul 2014 07:17:19.723,2112.755
7 Jul 2014 07:17:19.723,7 Jul 2014 07:17:28.265,8.542
7 Jul 2014 08:19:07.971,7 Jul 2014 08:19:16.532,8.560
7 Jul 2014 08:19:16.532,7 Jul 2014 08:54:29.287,2112.756
7 Jul 2014 08:54:29.287,7 Jul 2014 08:54:37.829,8.542
7 Jul 2014 09:56:17.535,7 Jul 2014 09:56:26.095,8.560
7 Jul 2014 09:56:26.095,7 Jul 2014 10:31:38.852,2112.757
7 Jul 2014 10:31:38.852,7 Jul 2014 10:31:47.394,8.542
7 Jul 2014 11:33:27.099,7 Jul 2014 11:33:35.659,8.560
7 Jul 2014 11:33:35.659,7 Jul 2014 12:08:48.417,2112.758
7 Jul 2014 12:08:48.417,7 Jul 2014 12:08:56.958,8.542
7 Jul 2014 13:10:36.662,7 Jul 2014 13:10:45.222,8.560
7 Jul 2014 13:10:45.222,7 Jul 2014 13:45:57.981,2112.759
7 Jul 2014 13:45:57.981,7 Jul 2014 13:46:06.523,8.542
7 Jul 2014 14:47:46.226,7 Jul 2014 14:47:54.786,8.560
7 Jul 2014 14:47:54.786,7 Jul 2014 15:23:07.546,2112.760
7 Jul 2014 15:23:07.546,7 Jul 2014 15:23:16.088,8.542
7 Jul 2014 16:24:55.789,7 Jul 2014 16:25:04.350,8.560
7 Jul 2014 16:25:04.350,7 Jul 2014 17:00:17.111,2112.761
7 Jul 2014 17:00:17.111,7 Jul 2014 17:00:25.652,8.542
7 Jul 2014 18:02:05.353,7 Jul 2014 18:02:13.913,8.560
7 Jul 2014 18:02:13.913,7 Jul 2014 18:37:26.675,2112.762
7 Jul 2014 18:37:26.675,7 Jul 2014 18:37:35.217,8.541
7 Jul 2014 19:39:14.917,7 Jul 2014 19:39:23.477,8.560
7 Jul 2014 19:39:23.477,7 Jul 2014 20:14:36.240,2112.763
7 Jul 2014 20:14:36.240,7 Jul 2014 20:14:44.781,8.541
7 Jul 2014 21:16:24.480,7 Jul 2014 21:16:33.040,8.560
7 Jul 2014 21:16:33.040,7 Jul 2014 21:51:45.805,2112.764
7 Jul 2014 21:51:45.805,7 Jul 2014 21:51:54.346,8.541
7 Jul 2014 22:53:34.044,7 Jul 2014 22:53:42.604,8.560
7 Jul 2014 22:53:42.604,7 Jul 2014 23:28:55.369,2112.765
7 Jul 2014 23:28:55.369,7 Jul 2014 23:29:03.910,8.541
8 Jul 2014 00:30:43.607,8 Jul 2014 00:30:52.167,8.560
8 Jul 2014 00:30:52.167,8 Jul 2014 01:06:04.934,2112.766
8 Jul 2014 01:06:04.934,8 Jul 2014 01:06:13.475,8.541
8 Jul 2014 02:07:53.171,8 Jul 2014 02:08:01.731,8.560
8 Jul 2014 02:08:01.731,8 Jul 2014 02:43:14.498,2112.767
8 Jul 2014 02:43:14.498,8 Jul 2014 02:43:23.039,8.541
8 Jul 2014 03:45:02.734,8 Jul 2014 03:45:11.294,8.560
8 Jul 2014 03:45:11.294,8 Jul 2014 04:20:24.063,2112.768
8 Jul 2014 04:20:24.063,8 Jul 2014 04:20:32.604,8.541
8 Jul 2014 05:22:12.298,8 Jul 2014 05:22:20.858,8.560
8 Jul 2014 05:22:20.858,8 Jul 2014 05:57:33.627,2112.769
8 Jul 2014 05:57:33.627,8 Jul 2014 05:57:42.168,8.541
8 Jul 2014 06:59:21.861,8 Jul 2014 06:59:30.421,8.560
8 Jul 2014 06:59:30.421,8 Jul 2014 07:34:43.192,2112.771
8 Jul 2014 07:34:43.192,8 Jul 2014 07:34:51.733,8.541
8 Jul 2014 08:36:31.425,8 Jul 2014 08:36:39.985,8.560
8 Jul 2014 08:36:39.985,8 Jul 2014 09:11:52.757,2112.772
8 Jul 2014 09:11:52.757,8 Jul 2014 09:12:01.297,8.541
8 Jul 2014 10:13:40.988,8 Jul 2014 10:13:49.548,8.560
8 Jul 2014 10:13:49.548,8 Jul 2014 10:49:02.321,2112.773
8 Jul 2014 10:49:02.321,8 Jul 2014 10:49:10.862,8.541
8 Jul 2014 11:50:50.551,8 Jul 2014 11:50:59.112,8.560
8 Jul 2014 11:50:59.112,8 Jul 2014 12:26:11.886,2112.774
8 Jul 2014 12:26:11.886,8 Jul 2014 12:26:20.426,8.541
8 Jul 2014 13:28:00.115,8 Jul 2014 13:28:08.675,8.560
8 Jul 2014 13:28:08.675,8 Jul 2014 14:03:21.450,2112.775
8 Jul 2014 14:03:21.450,8 Jul 2014 14:03:29.991,8.541
8 Jul 2014 15:05:09.678,8 Jul 2014 15:05:18.239,8.560
8 Jul 2014 15:05:18.239,8 Jul 2014 15:40:31.015,2112.776
8 Jul 2014 15:40:31.015,8 Jul 2014 15:40:39.555,8.541
8 Jul 2014 16:42:19.242,8 Jul 2014 16:42:27.802,8.560
8 Jul 2014 16:42:27.802,8 Jul 2014 17:17:40.579,2112.777
8 Jul 2014 17:17:40.579,8 Jul 2014 17:17:49.120,8.541
8 Jul 2014 18:19:28.805,8 Jul 2014 18:19:37.365,8.560
8 Jul 2014 18:19:37.365,8 Jul 2014 18:54:50.144,2112.778
8 Jul 2014 18:54:50.144,8 Jul 2014 18:54:58.684,8.540
8 Jul 2014 19:56:38.368,8 Jul 2014 19:56:46.929,8.560
8 Jul 2014 19:56:46.929,8 Jul 2014 20:31:59.708,2112.779
8 Jul 2014 20:31:59.708,8 Jul 2014 20:32:08.248,8.540
8 Jul 2014 21:33:47.932,8 Jul 2014 21:33:56.492,8.560
8 Jul 2014 21:33:56.492,8 Jul 2014 22:09:09.272,2112.780
8 Jul 2014 22:09:09.272,8 Jul 2014 22:09:17.813,8.540
8 Jul 2014 23:10:57.495,8 Jul 2014 23:11:06.055,8.560
8 Jul 2014 23:11:06.055,8 Jul 2014 23:46:18.837,2112.782
8 Jul 2014 23:46:18.837,8 Jul 2014 23:46:27.377,8.540
9 Jul 2014 00:48:07.058,9 Jul 2014 00:48:15.619,8.560
9 Jul 2014 00:48:15.619,9 Jul 2014 01:23:28.401,2112.783
9 Jul 2014 01:23:28.401,9 Jul 2014 01:23:36.942,8.540
9 Jul 2014 02:25:16.622,9 Jul 2014 02:25:25.182,8.560
9 Jul 2014 02:25:25.182,9 Jul 2014 03:00:37.966,2112.784
9 Jul 2014 03:00:37.966,9 Jul 2014 03:00:46.506,8.540
9 Jul 2014 04:02:26.185,9 Jul 2014 04:02:34.745,8.560
9 Jul 2014 04:02:34.745,9 Jul 2014 04:37:47.530,2112.785
9 Jul 2014 04:37:47.530,9 Jul 2014 04:37:56.070,8.540
9 Jul 2014 05:39:35.748,9 Jul 2014 05:39:44.308,8.560
9 Jul 2014 05:39:44.308,9 Jul 2014 06:14:57.095,2112.786
9 Jul 2014 06:14:57.095,9 Jul 2014 06:15:05.635,8.540
9 Jul 2014 07:16:45.311,9 Jul 2014 07:16:53.872,8.560
9 Jul 2014 07:16:53.872,9 Jul 2014 07:52:06.659,2112.787
9 Jul 2014 07:52:06.659,9 Jul 2014 07:52:15.199,8.540
9 Jul 2014 08:53:54.875,9 Jul 2014 08:54:03.435,8.560
9 Jul 2014 08:54:03.435,9 Jul 2014 09:29:16.223,2112.788
9 Jul 2014 09:29:16.223,9 Jul 2014 09:29:24.763,8.540
9 Jul 2014 10:31:04.438,9 Jul 2014 10:31:12.998,8.560
9 Jul 2014 10:31:12.998,9 Jul 2014 11:06:25.788,2112.790
9 Jul 2014 11:06:25.788,9 Jul 2014 11:06:34.328,8.540
9 Jul 2014 12:08:14.001,9 Jul 2014 12:08:22.561,8.560
9 Jul 2014 12:08:22.561,9 Jul 2014 12:43:35.352,2112.791
9 Jul 2014 12:43:35.352,9 Jul 2014 12:43:43.892,8.540
9 Jul 2014 13:45:23.564,9 Jul 2014 13:45:32.125,8.560
9 Jul 2014 13:45:32.125,9 Jul 2014 14:20:44.917,2112.792
9 Jul 2014 14:20:44.917,9 Jul 2014 14:20:53.456,8.540
9 Jul 2014 15:22:33.128,9 Jul 2014 15:22:41.688,8.560
9 Jul 2014 15:22:41.688,9 Jul 2014 15:57:54.481,2112.793
9 Jul 2014 15:57:54.481,9 Jul 2014 15:58:03.021,8.540
9 Jul 2014 16:59:42.691,9 Jul 2014 16:59:51.251,8.560
9 Jul 2014 16:59:51.251,9 Jul 2014 17:35:04.045,2112.794
9 Jul 2014 17:35:04.045,9 Jul 2014 17:35:12.585,8.540
9 Jul 2014 18:36:52.254,9 Jul 2014 18:37:00.814,8.560
9 Jul 2014 18:37:00.814,9 Jul 2014 19:12:13.610,2112.795
9 Jul 2014 19:12:13.610,9 Jul 2014 19:12:22.149,8.540
9 Jul 2014 20:14:01.817,9 Jul 2014 20:14:10.377,8.560
9 Jul 2014 20:14:10.377,9 Jul 2014 20:49:23.174,2112.797
9 Jul 2014 20:49:23.174,9 Jul 2014 20:49:31.713,8.539
9 Jul 2014 21:51:11.380,9 Jul 2014 21:51:19.940,8.560
9 Jul 2014 21:51:19.940,9 Jul 2014 22:26:32.738,2112.798
9 Jul 2014 22:26:32.738,9 Jul 2014 22:26:41.278,8.539
9 Jul 2014 23:28:20.943,9 Jul 2014 23:28:29.503,8.560
9 Jul 2014 23:28:29.503,10 Jul 2014 00:03:42.303,2112.799
10 Jul 2014 00:03:42.303,10 Jul 2014 00:03:50.842,8.539
10 Jul 2014 01:05:30.506,10 Jul 2014 01:05:39.067,8.560
10 Jul 2014 01:05:39.067,10 Jul 2014 01:40:51.867,2112.800
10 Jul 2014 01:40:51.867,10 Jul 2014 01:41:00.406,8.539
10 Jul 2014 02:42:40.070,10 Jul 2014 02:42:48.630,8.560
10 Jul 2014 02:42:48.630,10 Jul 2014 03:18:01.431,2112.801
10 Jul 2014 03:18:01.431,10 Jul 2014 03:18:09.970,8.539
10 Jul 2014 04:19:49.633,10 Jul 2014 04:19:58.193,8.560
10 Jul 2014 04:19:58.193,10 Jul 2014 04:55:10.995,2112.803
10 Jul 2014 04:55:10.995,10 Jul 2014 04:55:19.535,8.539
10 Jul 2014 05:56:59.196,10 Jul 2014 05:57:07.756,8.560
10 Jul 2014 05:57:07.756,10 Jul 2014 06:32:20.560,2112.804
10 Jul 2014 06:32:20.560,10 Jul 2014 06:32:29.099,8.539
10 Jul 2014 07:34:08.759,10 Jul 2014 07:34:17.319,8.560
10 Jul 2014 07:34:17.319,10 Jul 2014 08:09:30.124,2112.805
10 Jul 2014 08:09:30.124,10 Jul 2014 08:09:38.663,8.539
10 Jul 2014 09:11:18.322,10 Jul 2014 09:11:26.882,8.560
10 Jul 2014 09:11:26.882,10 Jul 2014 09:46:39.688,2112.806
10 Jul 2014 09:46:39.688,10 Jul 2014 09:46:48.227,8.539
10 Jul 2014 10:48:27.885,10 Jul 2014 10:48:36.445,8.560
10 Jul 2014 10:48:36.445,10 Jul 2014 11:23:49.253,2112.808
10 Jul 2014 11:23:49.253,10 Jul 2014 11:23:57.791,8.539
10 Jul 2014 12:25:37.448,10 Jul 2014 12:25:46.008,8.560
10 Jul 2014 12:25:46.008,10 Jul 2014 13:00:58.817,2112.809
10 Jul 2014 13:00:58.817,10 Jul 2014 13:01:07.356,8.539
10 Jul 2014 14:02:47.011,10 Jul 2014 14:02:55.571,8.560
10 Jul 2014 14:02:55.571,10 Jul 2014 14:38:08.381,2112.810
10 Jul 2014 14:38:08.381,10 Jul 2014 14:38:16.920,8.539
10 Jul 2014 15:39:56.574,10 Jul 2014 15:40:05.134,8.560
10 Jul 2014 15:40:05.134,10 Jul 2014 16:15:17.945,2112.811
10 Jul 2014 16:15:17.945,10 Jul 2014 16:15:26.484,8.539
10 Jul 2014 17:17:06.137,10 Jul 2014 17:17:14.697,8.560
10 Jul 2014 17:17:14.697,10 Jul 2014 17:52:27.509,2112.813
10 Jul 2014 17:52:27.509,10 Jul 2014 17:52:36.048,8.539
10 Jul 2014 18:54:15.700,10 Jul 2014 18:54:24.260,8.560
10 Jul 2014 18:54:24.260,10 Jul 2014 19:29:37.074,2112.814
10 Jul 2014 19:29:37.074,10 Jul 2014 19:29:45.612,8.539
10 Jul 2014 20:31:25.263,10 Jul 2014 20:31:33.823,8.560
10 Jul 2014 20:31:33.823,10 Jul 2014 21:06:46.638,2112.815
10 Jul 2014 21:06:46.638,10 Jul 2014 21:06:55.176,8.538
10 Jul 2014 22:08:34.826,10 Jul 2014 22:08:43.386,8.560
10 Jul 2014 22:08:43.386,10 Jul 2014 22:43:56.202,2112.816
10 Jul 2014 22:43:56.202,10 Jul 2014 22:44:04.741,8.538
10 Jul 2014 23:45:44.389,10 Jul 2014 23:45:52.949,8.560
10 Jul 2014 23:45:52.949,11 Jul 2014 00:21:05.766,2112.818
11 Jul 2014 00:21:05.766,11 Jul 2014 00:21:14.305,8.538
11 Jul 2014 01:22:53.952,11 Jul 2014 01:23:02.512,8.560
11 Jul 2014 01:23:02.512,11 Jul 2014 01:58:15.331,2112.819
11 Jul 2014 01:58:15.331,11 Jul 2014 01:58:23.869,8.538
11 Jul 2014 03:00:03.515,11 Jul 2014 03:00:12.075,8.560
11 Jul 2014 03:00:12.075,11 Jul 2014 03:35:24.895,2112.820
11 Jul 2014 03:35:24.895,11 Jul 2014 03:35:33.433,8.538
11 Jul 2014 04:37:13.078,11 Jul 2014 04:37:21.638,8.560
11 Jul 2014 04:37:21.638,11 Jul 2014 05:12:34.459,2112.821
11 Jul 2014 05:12:34.459,11 Jul 2014 05:12:42.997,8.538
11 Jul 2014 06:14:22.640,11 Jul 2014 06:14:31.200,8.560
11 Jul 2014 06:14:31.200,11 Jul 2014 06:49:44.023,2112.823
11 Jul 2014 06:49:44.023,11 Jul 2014 06:49:52.561,8.538
11 Jul 2014 07:51:32.203,11 Jul 2014 07:51:40.763,8.560
11 Jul 2014 07:51:40.763,11 Jul 2014 08:26:53.587,2112.824
11 Jul 2014 08:26:53.587,11 Jul 2014 08:27:02.125,8.538
11 Jul 2014 09:28:41.766,11 Jul 2014 09:28:50.326,8.560
11 Jul 2014 09:28:50.326,11 Jul 2014 10:04:03.151,2112.825
11 Jul 2014 10:04:03.151,11 Jul 2014 10:04:11.689,8.538
11 Jul 2014 11:05:51.329,11 Jul 2014 11:05:59.889,8.560
11 Jul 2014 11:05:59.889,11 Jul 2014 11:41:12.716,2112.826
11 Jul 2014 11:41:12.716,11 Jul 2014 11:41:21.254,8.538
11 Jul 2014 12:43:00.892,11 Jul 2014 12:43:09.452,8.560
11 Jul 2014 12:43:09.452,11 Jul 2014 13:18:22.280,2112.828
11 Jul 2014 13:18:22.280,11 Jul 2014 13:18:30.818,8.538
11 Jul 2014 14:20:10.455,11 Jul 2014 14:20:19.015,8.560
11 Jul 2014 14:20:19.015,11 Jul 2014 14:55:31.844,2112.829
11 Jul 2014 14:55:31.844,11 Jul 2014 14:55:40.382,8.538
11 Jul 2014 15:57:20.018,11 Jul 2014 15:57:28.578,8.560
11 Jul 2014 15:57:28.578,11 Jul 2014 16:32:41.408,2112.830
11 Jul 2014 16:32:41.408,11 Jul 2014 16:32:49.946,8.538
11 Jul 2014 17:34:29.580,11 Jul 2014 17:34:38.140,8.560
11 Jul 2014 17:34:38.140,11 Jul 2014 18:09:50.972,2112.832
11 Jul 2014 18:09:50.972,11 Jul 2014 18:09:59.510,8.538
11 Jul 2014 19:11:39.143,11 Jul 2014 19:11:47.703,8.560
11 Jul 2014 19:11:47.703,11 Jul 2014 19:47:00.536,2112.833
11 Jul 2014 19:47:00.536,11 Jul 2014 19:47:09.074,8.538
11 Jul 2014 20:48:48.706,11 Jul 2014 20:48:57.266,8.560
11 Jul 2014 20:48:57.266,11 Jul 2014 21:24:10.100,2112.834
11 Jul 2014 21:24:10.100,11 Jul 2014 21:24:18.638,8.538
11 Jul 2014 22:25:58.269,11 Jul 2014 22:26:06.829,8.560
11 Jul 2014 22:26:06.829,11 Jul 2014 23:01:19.665,2112.836
11 Jul 2014 23:01:19.665,11 Jul 2014 23:01:28.202,8.537

